Site,Date,Depth,Temp
10_tom,2025-05-16,30,5.4575335085392
10_tom,2025-05-16,40,4.367656499147415
10_tom,2025-05-16,50,4.156712561845779
10_tom,2025-05-17,5,11.1185949370265
10_tom,2025-05-17,10,10.628589749336244
10_tom,2025-05-17,15,8.85680716484785
10_tom,2025-05-17,20,8.06283762305975
10_tom,2025-05-17,30,5.51466415822506
10_tom,2025-05-17,40,4.393292047083378
10_tom,2025-05-17,50,4.184545442461968
10_tom,2025-05-18,5,11.429883733391762
10_tom,2025-05-18,10,11.008728303015232
10_tom,2025-05-18,15,9.17175818234682
10_tom,2025-05-18,20,8.259865120053291
10_tom,2025-05-18,30,5.62526323646307
10_tom,2025-05-18,40,4.444563142955303
10_tom,2025-05-18,50,4.220435209572315
10_tom,2025-05-19,5,11.515579707920551
10_tom,2025-05-19,10,11.308297991752625
10_tom,2025-05-19,15,9.642719820141792
10_tom,2025-05-19,20,8.555772587656975
10_tom,2025-05-19,30,5.828882731497288
10_tom,2025-05-19,40,4.539048448204994
10_tom,2025-05-19,50,4.281960524618626
10_tom,2025-05-20,5,11.50679037719965
10_tom,2025-05-20,10,11.40498062968254
10_tom,2025-05-20,15,9.89980774372816
10_tom,2025-05-20,20,8.638538785278797
10_tom,2025-05-20,30,5.890408046543598
10_tom,2025-05-20,40,4.629871532320976
10_tom,2025-05-20,50,4.350810281932354
10_tom,2025-05-21,5,11.959440909326077
10_tom,2025-05-21,10,11.640827670693398
10_tom,2025-05-21,15,9.733542904257774
10_tom,2025-05-21,20,8.473006390035152
10_tom,2025-05-21,30,5.9277627021074295
10_tom,2025-05-21,40,4.735343500971794
10_tom,2025-05-21,50,4.440900921821594
10_tom,2025-05-22,5,12.636219374835491
10_tom,2025-05-22,10,11.722128979861736
10_tom,2025-05-22,15,9.377575010061264
10_tom,2025-05-22,20,8.236426904797554
10_tom,2025-05-22,30,5.9277627021074295
10_tom,2025-05-22,40,4.817377254366875
10_tom,2025-05-22,50,4.5251320078969
10_tom,2025-05-23,5,12.80394910275936
10_tom,2025-05-23,10,11.73970764130354
10_tom,2025-05-23,15,9.333628356456757
10_tom,2025-05-23,20,8.266457118093967
10_tom,2025-05-23,30,6.029572449624538
10_tom,2025-05-23,40,4.919919446110725
10_tom,2025-05-23,50,4.612292870879173
10_tom,2025-05-24,5,12.906491294503212
10_tom,2025-05-24,10,11.853236496448517
10_tom,2025-05-24,15,9.476454980671406
10_tom,2025-05-24,20,8.444441065192223
10_tom,2025-05-24,30,6.163609743118286
10_tom,2025-05-24,40,5.029786080121994
10_tom,2025-05-24,50,4.697256401181221
10_tom,2025-05-25,5,12.923337511718271
10_tom,2025-05-25,10,11.78878140449524
10_tom,2025-05-25,15,9.45814387500286
10_tom,2025-05-25,20,8.478133499622345
10_tom,2025-05-25,30,6.225135058164597
10_tom,2025-05-25,40,5.100100725889206
10_tom,2025-05-25,50,4.757316827774048
10_tom,2025-05-26,5,12.779778443276882
10_tom,2025-05-26,10,11.676717437803743
10_tom,2025-05-26,15,9.409802556037905
10_tom,2025-05-26,20,8.50083927065134
10_tom,2025-05-26,30,6.3232825845479965
10_tom,2025-05-26,40,5.186529144644737
10_tom,2025-05-26,50,4.829828806221485
10_tom,2025-05-27,5,12.996581934392452
10_tom,2025-05-27,10,12.007049784064291
10_tom,2025-05-27,15,9.763573117554188
10_tom,2025-05-27,20,8.851680055260658
10_tom,2025-05-27,30,6.601611390709877
10_tom,2025-05-27,40,5.368175312876701
10_tom,2025-05-27,50,4.952146992087364
10_tom,2025-05-28,5,13.178228102624416
10_tom,2025-05-28,10,12.2963652536273
10_tom,2025-05-28,15,9.958403281867504
10_tom,2025-05-28,20,9.049439996480942
10_tom,2025-05-28,30,6.816217549145222
10_tom,2025-05-28,40,5.533707708120346
10_tom,2025-05-28,50,5.066408291459084
10_tom,2025-05-29,5,13.559099100530148
10_tom,2025-05-29,10,12.568102061748505
10_tom,2025-05-29,15,10.13272500783205
10_tom,2025-05-29,20,9.211310170590878
10_tom,2025-05-29,30,6.984679721295834
10_tom,2025-05-29,40,5.670674778521061
10_tom,2025-05-29,50,5.165288262069225
10_tom,2025-05-30,5,13.80959502607584
10_tom,2025-05-30,10,12.775383777916431
10_tom,2025-05-30,15,10.289468072354794
10_tom,2025-05-30,20,9.346812352538109
10_tom,2025-05-30,30,7.085024580359459
10_tom,2025-05-30,40,5.751243643462658
10_tom,2025-05-30,50,5.229743354022503
10_tom,2025-05-31,5,14.043977178633211
10_tom,2025-05-31,10,12.68016602844
10_tom,2025-05-31,15,10.172276996076109
10_tom,2025-05-31,20,9.274300374090672
10_tom,2025-05-31,30,7.05279703438282
10_tom,2025-05-31,40,5.746116533875465
10_tom,2025-05-31,50,5.245857127010822
10_tom,2025-06-01,5,14.129673153162004
10_tom,2025-06-01,10,12.675038918852806
10_tom,2025-06-01,15,10.175939217209816
10_tom,2025-06-01,20,9.299203477799892
10_tom,2025-06-01,30,7.050599701702595
10_tom,2025-06-01,40,5.748313866555691
10_tom,2025-06-01,50,5.2612384557724
10_tom,2025-06-02,5,14.273964665830135
10_tom,2025-06-02,10,12.79149755090475
10_tom,2025-06-02,15,10.315836064517498
10_tom,2025-06-02,20,9.435438103973866
10_tom,2025-06-02,30,7.123111680150032
10_tom,2025-06-02,40,5.788598299026489
10_tom,2025-06-02,50,5.295663334429264
10_tom,2025-06-03,5,14.387493520975111
10_tom,2025-06-03,10,12.80761132389307
10_tom,2025-06-03,15,10.33268228173256
10_tom,2025-06-03,20,9.461073651909828
10_tom,2025-06-03,30,7.126041457056999
10_tom,2025-06-03,40,5.798852518200874
10_tom,2025-06-03,50,5.313974440097809
10_tom,2025-06-04,5,14.39042329788208
10_tom,2025-06-04,10,13.193609431385994
10_tom,2025-06-04,15,10.617603085935116
10_tom,2025-06-04,20,9.71523179858923
10_tom,2025-06-04,30,7.262276083230972
10_tom,2025-06-04,40,5.857448056340218
10_tom,2025-06-04,50,5.348399318754673
10_tom,2025-06-05,5,13.844019904732704
10_tom,2025-06-05,10,13.82570879906416
10_tom,2025-06-05,15,11.229926459491251
10_tom,2025-06-05,20,10.238196976482868
10_tom,2025-06-05,30,7.642414636909962
10_tom,2025-06-05,40,6.041291557252407
10_tom,2025-06-05,50,5.44947662204504
10_tom,2025-06-06,5,13.813257247209547
10_tom,2025-06-06,10,13.792016364634035
10_tom,2025-06-06,15,12.32053591310978
10_tom,2025-06-06,20,11.129581600427628
10_tom,2025-06-06,30,8.072359398007393
10_tom,2025-06-06,40,6.266151934862137
10_tom,2025-06-06,50,5.556413479149342
10_tom,2025-06-07,5,13.99343852698803
10_tom,2025-06-07,10,13.925321213901045
10_tom,2025-06-07,15,12.542466513812542
10_tom,2025-06-07,20,11.35590686649084
10_tom,2025-06-07,30,8.043794073164463
10_tom,2025-06-07,40,6.219275504350662
10_tom,2025-06-07,50,5.54762414842844
10_tom,2025-06-08,5,14.240272231400011
10_tom,2025-06-08,10,14.17361980676651
10_tom,2025-06-08,15,12.820795319974422
10_tom,2025-06-08,20,11.741904973983765
10_tom,2025-06-08,30,8.10385449975729
10_tom,2025-06-08,40,6.235389277338982
10_tom,2025-06-08,50,5.568865031003952
10_tom,2025-06-09,5,14.489303268492222
10_tom,2025-06-09,10,14.408734403550625
10_tom,2025-06-09,15,12.951902836561205
10_tom,2025-06-09,20,11.955778688192368
10_tom,2025-06-09,30,8.168309591710567
10_tom,2025-06-09,40,6.270546600222588
10_tom,2025-06-09,50,5.606952130794525
10_tom,2025-06-10,5,14.707571648061275
10_tom,2025-06-10,10,14.514206372201444
10_tom,2025-06-10,15,13.000976599752905
10_tom,2025-06-10,20,12.028290666639805
10_tom,2025-06-10,30,8.128025159239769
10_tom,2025-06-10,40,6.2742088213562965
10_tom,2025-06-10,50,5.634785011410713
10_tom,2025-06-11,5,14.967589348554611
10_tom,2025-06-11,10,14.52958770096302
10_tom,2025-06-11,15,13.031739257276058
10_tom,2025-06-11,20,12.106662198901176
10_tom,2025-06-11,30,8.167577147483826
10_tom,2025-06-11,40,6.327677249908447
10_tom,2025-06-11,50,5.698507659137249
10_tom,2025-06-12,5,15.450270093977451
10_tom,2025-06-12,10,14.478316605091097
10_tom,2025-06-12,15,12.911618404090405
10_tom,2025-06-12,20,11.999725341796877
10_tom,2025-06-12,30,8.20639669150114
10_tom,2025-06-12,40,6.46391187608242
10_tom,2025-06-12,50,5.863307610154152
10_tom,2025-06-13,5,15.710287794470789
10_tom,2025-06-13,10,14.64384900033474
10_tom,2025-06-13,15,13.195074319839478
10_tom,2025-06-13,20,12.40256966650486
10_tom,2025-06-13,30,8.572618804872036
10_tom,2025-06-13,40,6.726126909255981
10_tom,2025-06-13,50,6.094027541577816
10_tom,2025-06-14,5,15.938810393214226
10_tom,2025-06-14,10,14.855525381863115
10_tom,2025-06-14,15,13.358409382402897
10_tom,2025-06-14,20,12.608386494219303
10_tom,2025-06-14,30,8.804803624749184
10_tom,2025-06-14,40,6.942930400371552
10_tom,2025-06-14,50,6.307901255786419
10_tom,2025-06-15,5,16.220068976283073
10_tom,2025-06-15,10,15.013000890612602
10_tom,2025-06-15,15,13.545915104448795
10_tom,2025-06-15,20,12.832514427602293
10_tom,2025-06-15,30,9.009888008236883
10_tom,2025-06-15,40,7.147282339632511
10_tom,2025-06-15,50,6.511520750820637
10_tom,2025-06-16,5,16.400982700288296
10_tom,2025-06-16,10,15.140446186065674
10_tom,2025-06-16,15,13.715109720826147
10_tom,2025-06-16,20,13.014160595834255
